skill	content
angles_2	a b c d e f g h i j green 30^circ 30 ∘ red 46^circ 46 ∘ blue angle ghc = ? note: angles not drawn to scale. given the following: green angle bdc = 30^circ ∠bdc=30 red angle dbe = 46^circ ∠dbe=46 ∘ what is blue angle ghc ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 36^circ 36 ∘ red 37^circ 37 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 36^circ ∠bdc=36 red angle dbe = 37^circ ∠dbe=37 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 34^circ 34 ∘ red 43^circ 43 ∘ blue angle che = ? note: angles not drawn to scale. given the following: green angle bdc = 34^circ ∠bdc=34 red angle dbe = 43^circ ∠dbe=43 ∘ what is blue angle che ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? green 111^circ 111 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle bgh = 111^circ ∠bgh=111 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	green 47^circ 47 ∘ purple 105^circ 105 ∘ blue angle daf = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 47^circ ∠abc=47 purple angle bac = 105^circ ∠bac=105 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle daf ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? purple 80^circ 80 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) purple angle agh = 80^circ ∠agh=80 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 30^circ 30 ∘ red 47^circ 47 ∘ blue angle che = ? note: angles not drawn to scale. given the following: green angle bdc = 30^circ ∠bdc=30 red angle dbe = 47^circ ∠dbe=47 ∘ what is blue angle che ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 34^circ 34 ∘ red 46^circ 46 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 34^circ ∠bdc=34 red angle dbe = 46^circ ∠dbe=46 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 33^circ 33 ∘ red 103^circ 103 ∘ blue angle ihe = ? note: angles not drawn to scale. given the following: green angle gch = 33^circ ∠gch=33 red angle fgh = 103^circ ∠fgh=103 ∘ what is blue angle ihe ? ^circ ∘ ^circ
angles_2	blue angle chf = ? green 114^circ 114 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle bgh = 114^circ ∠bgh=114 e and f lie on a straight line. what is blue angle chf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 36^circ 36 ∘ red 38^circ 38 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 36^circ ∠bdc=36 red angle dbe = 38^circ ∠dbe=38 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	green 40^circ 40 ∘ purple 109^circ 109 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 40^circ ∠abc=40 purple angle bac = 109^circ ∠bac=109 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	blue angle chf = ? green 118^circ 118 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle bgh = 118^circ ∠bgh=118 e and f lie on a straight line. what is blue angle chf ? ^circ ∘ ^circ
angles_2	green 41^circ 41 ∘ purple 109^circ 109 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 41^circ ∠abc=41 purple angle bac = 109^circ ∠bac=109 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 33^circ 33 ∘ red 38^circ 38 ∘ blue angle ghc = ? note: angles not drawn to scale. given the following: green angle bdc = 33^circ ∠bdc=33 red angle dbe = 38^circ ∠dbe=38 ∘ what is blue angle ghc ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 32^circ 32 ∘ red 110^circ 110 ∘ blue angle ihe = ? note: angles not drawn to scale. given the following: green angle gch = 32^circ ∠gch=32 red angle fgh = 110^circ ∠fgh=110 ∘ what is blue angle ihe ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? green 70^circ 70 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle egb = 70^circ ∠egb=70 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	green 54^circ 54 ∘ purple 101^circ 101 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 54^circ ∠abc=54 purple angle bac = 101^circ ∠bac=101 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 37^circ 37 ∘ red 38^circ 38 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 37^circ ∠bdc=37 red angle dbe = 38^circ ∠dbe=38 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 33^circ 33 ∘ red 40^circ 40 ∘ blue angle ghc = ? note: angles not drawn to scale. given the following: green angle bdc = 33^circ ∠bdc=33 red angle dbe = 40^circ ∠dbe=40 ∘ what is blue angle ghc ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 35^circ 35 ∘ red 36^circ 36 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 35^circ ∠bdc=35 red angle dbe = 36^circ ∠dbe=36 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? purple 75^circ 75 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) purple angle agh = 75^circ ∠agh=75 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 36^circ 36 ∘ red 102^circ 102 ∘ blue angle ihe = ? note: angles not drawn to scale. given the following: green angle gch = 36^circ ∠gch=36 red angle fgh = 102^circ ∠fgh=102 ∘ what is blue angle ihe ? ^circ ∘ ^circ
angles_2	blue angle chf = ? green 114^circ 114 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle bgh = 114^circ ∠bgh=114 e and f lie on a straight line. what is blue angle chf ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? purple 73^circ 73 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) purple angle agh = 73^circ ∠agh=73 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 31^circ 31 ∘ red 49^circ 49 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 31^circ ∠bdc=31 red angle dbe = 49^circ ∠dbe=49 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 31^circ 31 ∘ red 45^circ 45 ∘ blue angle che = ? note: angles not drawn to scale. given the following: green angle bdc = 31^circ ∠bdc=31 red angle dbe = 45^circ ∠dbe=45 ∘ what is blue angle che ? ^circ ∘ ^circ
angles_2	green 47^circ 47 ∘ purple 106^circ 106 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 47^circ ∠abc=47 purple angle bac = 106^circ ∠bac=106 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 38^circ 38 ∘ red 41^circ 41 ∘ blue angle ghc = ? note: angles not drawn to scale. given the following: green angle bdc = 38^circ ∠bdc=38 red angle dbe = 41^circ ∠dbe=41 ∘ what is blue angle ghc ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? green 80^circ 80 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle egb = 80^circ ∠egb=80 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? green 64^circ 64 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle egb = 64^circ ∠egb=64 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	green 50^circ 50 ∘ purple 102^circ 102 ∘ blue angle daf = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 50^circ ∠abc=50 purple angle bac = 102^circ ∠bac=102 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle daf ? ^circ ∘ ^circ
angles_2	blue angle chf = ? purple 65^circ 65 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) purple angle agh = 65^circ ∠agh=65 e and f lie on a straight line. what is blue angle chf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 32^circ 32 ∘ red 39^circ 39 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 32^circ ∠bdc=32 red angle dbe = 39^circ ∠dbe=39 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	green 44^circ 44 ∘ purple 102^circ 102 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 44^circ ∠abc=44 purple angle bac = 102^circ ∠bac=102 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 33^circ 33 ∘ red 41^circ 41 ∘ blue angle ghc = ? note: angles not drawn to scale. given the following: green angle bdc = 33^circ ∠bdc=33 red angle dbe = 41^circ ∠dbe=41 ∘ what is blue angle ghc ? ^circ ∘ ^circ
angles_2	green 50^circ 50 ∘ purple 105^circ 105 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 50^circ ∠abc=50 purple angle bac = 105^circ ∠bac=105 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	green 47^circ 47 ∘ purple 100^circ 100 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 47^circ ∠abc=47 purple angle bac = 100^circ ∠bac=100 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 31^circ 31 ∘ red 41^circ 41 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 31^circ ∠bdc=31 red angle dbe = 41^circ ∠dbe=41 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 34^circ 34 ∘ red 42^circ 42 ∘ blue angle ghc = ? note: angles not drawn to scale. given the following: green angle bdc = 34^circ ∠bdc=34 red angle dbe = 42^circ ∠dbe=42 ∘ what is blue angle ghc ? ^circ ∘ ^circ
angles_2	green 52^circ 52 ∘ purple 108^circ 108 ∘ blue angle daf = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 52^circ ∠abc=52 purple angle bac = 108^circ ∠bac=108 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle daf ? ^circ ∘ ^circ
angles_2	green 45^circ 45 ∘ purple 103^circ 103 ∘ blue angle daf = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 45^circ ∠abc=45 purple angle bac = 103^circ ∠bac=103 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle daf ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? green 62^circ 62 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle egb = 62^circ ∠egb=62 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? purple 70^circ 70 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) purple angle agh = 70^circ ∠agh=70 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 35^circ 35 ∘ red 38^circ 38 ∘ blue angle che = ? note: angles not drawn to scale. given the following: green angle bdc = 35^circ ∠bdc=35 red angle dbe = 38^circ ∠dbe=38 ∘ what is blue angle che ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? green 77^circ 77 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle egb = 77^circ ∠egb=77 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 39^circ 39 ∘ red 109^circ 109 ∘ blue angle ajf = ? note: angles not drawn to scale. given the following: green angle bdc = 39^circ ∠bdc=39 red angle aic = 109^circ ∠aic=109 ∘ what is blue angle ajf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 38^circ 38 ∘ red 104^circ 104 ∘ blue angle ihe = ? note: angles not drawn to scale. given the following: green angle gch = 38^circ ∠gch=38 red angle fgh = 104^circ ∠fgh=104 ∘ what is blue angle ihe ? ^circ ∘ ^circ
angles_2	green 49^circ 49 ∘ purple 106^circ 106 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 49^circ ∠abc=49 purple angle bac = 106^circ ∠bac=106 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	green 43^circ 43 ∘ purple 101^circ 101 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 43^circ ∠abc=43 purple angle bac = 101^circ ∠bac=101 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 34^circ 34 ∘ red 102^circ 102 ∘ blue angle ihe = ? note: angles not drawn to scale. given the following: green angle gch = 34^circ ∠gch=34 red angle fgh = 102^circ ∠fgh=102 ∘ what is blue angle ihe ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 32^circ 32 ∘ red 106^circ 106 ∘ blue angle ajf = ? note: angles not drawn to scale. given the following: green angle bdc = 32^circ ∠bdc=32 red angle aic = 106^circ ∠aic=106 ∘ what is blue angle ajf ? ^circ ∘ ^circ
angles_2	blue angle chf = ? purple 78^circ 78 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) purple angle agh = 78^circ ∠agh=78 e and f lie on a straight line. what is blue angle chf ? ^circ ∘ ^circ
angles_2	green 40^circ 40 ∘ purple 102^circ 102 ∘ blue angle daf = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 40^circ ∠abc=40 purple angle bac = 102^circ ∠bac=102 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle daf ? ^circ ∘ ^circ
angles_2	green 52^circ 52 ∘ purple 109^circ 109 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 52^circ ∠abc=52 purple angle bac = 109^circ ∠bac=109 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 37^circ 37 ∘ red 40^circ 40 ∘ blue angle che = ? note: angles not drawn to scale. given the following: green angle bdc = 37^circ ∠bdc=37 red angle dbe = 40^circ ∠dbe=40 ∘ what is blue angle che ? ^circ ∘ ^circ
angles_2	green 46^circ 46 ∘ purple 103^circ 103 ∘ blue angle daf = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 46^circ ∠abc=46 purple angle bac = 103^circ ∠bac=103 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle daf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 34^circ 34 ∘ red 103^circ 103 ∘ blue angle ihe = ? note: angles not drawn to scale. given the following: green angle gch = 34^circ ∠gch=34 red angle fgh = 103^circ ∠fgh=103 ∘ what is blue angle ihe ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? purple 64^circ 64 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) purple angle agh = 64^circ ∠agh=64 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 34^circ 34 ∘ red 38^circ 38 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 34^circ ∠bdc=34 red angle dbe = 38^circ ∠dbe=38 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	green 49^circ 49 ∘ purple 104^circ 104 ∘ blue angle daf = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 49^circ ∠abc=49 purple angle bac = 104^circ ∠bac=104 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle daf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 34^circ 34 ∘ red 46^circ 46 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 34^circ ∠bdc=34 red angle dbe = 46^circ ∠dbe=46 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 34^circ 34 ∘ red 108^circ 108 ∘ blue angle ihe = ? note: angles not drawn to scale. given the following: green angle gch = 34^circ ∠gch=34 red angle fgh = 108^circ ∠fgh=108 ∘ what is blue angle ihe ? ^circ ∘ ^circ
angles_2	blue angle chf = ? purple 66^circ 66 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) purple angle agh = 66^circ ∠agh=66 e and f lie on a straight line. what is blue angle chf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 31^circ 31 ∘ red 47^circ 47 ∘ blue angle che = ? note: angles not drawn to scale. given the following: green angle bdc = 31^circ ∠bdc=31 red angle dbe = 47^circ ∠dbe=47 ∘ what is blue angle che ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 32^circ 32 ∘ red 48^circ 48 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 32^circ ∠bdc=32 red angle dbe = 48^circ ∠dbe=48 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	green 45^circ 45 ∘ purple 105^circ 105 ∘ blue angle daf = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 45^circ ∠abc=45 purple angle bac = 105^circ ∠bac=105 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle daf ? ^circ ∘ ^circ
angles_2	blue angle chf = ? green 109^circ 109 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle bgh = 109^circ ∠bgh=109 e and f lie on a straight line. what is blue angle chf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 31^circ 31 ∘ red 42^circ 42 ∘ blue angle ghc = ? note: angles not drawn to scale. given the following: green angle bdc = 31^circ ∠bdc=31 red angle dbe = 42^circ ∠dbe=42 ∘ what is blue angle ghc ? ^circ ∘ ^circ
angles_2	green 50^circ 50 ∘ purple 100^circ 100 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 50^circ ∠abc=50 purple angle bac = 100^circ ∠bac=100 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	blue angle chf = ? green 80^circ 80 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle egb = 80^circ ∠egb=80 e and f lie on a straight line. what is blue angle chf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 30^circ 30 ∘ red 46^circ 46 ∘ blue angle che = ? note: angles not drawn to scale. given the following: green angle bdc = 30^circ ∠bdc=30 red angle dbe = 46^circ ∠dbe=46 ∘ what is blue angle che ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 37^circ 37 ∘ red 107^circ 107 ∘ blue angle ajf = ? note: angles not drawn to scale. given the following: green angle bdc = 37^circ ∠bdc=37 red angle aic = 107^circ ∠aic=107 ∘ what is blue angle ajf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 39^circ 39 ∘ red 101^circ 101 ∘ blue angle ajf = ? note: angles not drawn to scale. given the following: green angle bdc = 39^circ ∠bdc=39 red angle aic = 101^circ ∠aic=101 ∘ what is blue angle ajf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 31^circ 31 ∘ red 106^circ 106 ∘ blue angle ihe = ? note: angles not drawn to scale. given the following: green angle gch = 31^circ ∠gch=31 red angle fgh = 106^circ ∠fgh=106 ∘ what is blue angle ihe ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 32^circ 32 ∘ red 101^circ 101 ∘ blue angle ihe = ? note: angles not drawn to scale. given the following: green angle gch = 32^circ ∠gch=32 red angle fgh = 101^circ ∠fgh=101 ∘ what is blue angle ihe ? ^circ ∘ ^circ
angles_2	blue angle ghd = ? green 69^circ 69 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle egb = 69^circ ∠egb=69 e and f lie on a straight line. what is blue angle ghd ? ^circ ∘ ^circ
angles_2	blue angle chf = ? green 114^circ 114 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle bgh = 114^circ ∠bgh=114 e and f lie on a straight line. what is blue angle chf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 33^circ 33 ∘ red 106^circ 106 ∘ blue angle ihe = ? note: angles not drawn to scale. given the following: green angle gch = 33^circ ∠gch=33 red angle fgh = 106^circ ∠fgh=106 ∘ what is blue angle ihe ? ^circ ∘ ^circ
angles_2	blue angle chf = ? green 112^circ 112 ∘ a b c d e f g h note: angles not drawn to scale. given the following: overline ab parallel overline cd ∥ (line ab ab is parallel to line cd cd) green angle bgh = 112^circ ∠bgh=112 e and f lie on a straight line. what is blue angle chf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 30^circ 30 ∘ red 101^circ 101 ∘ blue angle ihe = ? note: angles not drawn to scale. given the following: green angle gch = 30^circ ∠gch=30 red angle fgh = 101^circ ∠fgh=101 ∘ what is blue angle ihe ? ^circ ∘ ^circ
angles_2	green 46^circ 46 ∘ purple 108^circ 108 ∘ blue angle cae = ? a b c d e f note: angles not drawn to scale. given the following: green angle abc = 46^circ ∠abc=46 purple angle bac = 108^circ ∠bac=108 ∘ overline bc parallel overline de ∥ (line bc bc is parallel to line de de) c and f lie on a straight line. what is blue angle cae ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 34^circ 34 ∘ red 46^circ 46 ∘ blue angle che = ? note: angles not drawn to scale. given the following: green angle bdc = 34^circ ∠bdc=34 red angle dbe = 46^circ ∠dbe=46 ∘ what is blue angle che ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 31^circ 31 ∘ red 101^circ 101 ∘ blue angle ajf = ? note: angles not drawn to scale. given the following: green angle bdc = 31^circ ∠bdc=31 red angle aic = 101^circ ∠aic=101 ∘ what is blue angle ajf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 30^circ 30 ∘ red 49^circ 49 ∘ blue angle ghc = ? note: angles not drawn to scale. given the following: green angle bdc = 30^circ ∠bdc=30 red angle dbe = 49^circ ∠dbe=49 ∘ what is blue angle ghc ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 39^circ 39 ∘ red 105^circ 105 ∘ blue angle ajf = ? note: angles not drawn to scale. given the following: green angle bdc = 39^circ ∠bdc=39 red angle aic = 105^circ ∠aic=105 ∘ what is blue angle ajf ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 35^circ 35 ∘ red 45^circ 45 ∘ blue angle dhe = ? note: angles not drawn to scale. given the following: green angle bdc = 35^circ ∠bdc=35 red angle dbe = 45^circ ∠dbe=45 ∘ what is blue angle dhe ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 30^circ 30 ∘ red 43^circ 43 ∘ blue angle ghc = ? note: angles not drawn to scale. given the following: green angle bdc = 30^circ ∠bdc=30 red angle dbe = 43^circ ∠dbe=43 ∘ what is blue angle ghc ? ^circ ∘ ^circ
angles_2	a b c d e f g h i j green 35^circ 35 ∘ red 36^circ 36 ∘ blue angle che = ? note: angles not drawn to scale. given the following: green angle bdc = 35^circ ∠bdc=35 red angle dbe = 36^circ ∠dbe=36 ∘ what is blue angle che ? ^circ ∘ ^circ
probability_1	a box contains 10 red jelly beans, 3 green jelly beans, and 9 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is red?
probability_1	a bag contains 8 red jelly beans, 3 green jelly beans, and 10 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is not green?
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 5?
probability_1	a goblet contains 3 red marbles, 11 green marbles, and 4 blue marbles. if a marble is randomly chosen, what is the probability that it is green?
probability_1	the following frequency table summarizes yesterday's orders at sizzlin' skillets. type of stir fry number of orders vegetable 3 chicken 6 pork beef 2 2 shrimp 5 based on this data, what is a reasonable estimate of the probability that the next type of stir fry ordered is shrimp? choose the best answer. choose 1 answer: a 0.11 b 0.17 c 0.28 d 0.33
probability_1	a fair six-sided die is rolled. what is the probability that the result is more than 4?
probability_1	a fair six-sided die is rolled. what is the probability that the result is a 2?
probability_1	a jar contains 7 red jelly beans, 8 green jelly beans, and 4 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is red?
probability_1	a jar contains 7 red balls, 6 green balls, and 4 blue balls. if a ball is randomly chosen, what is the probability that it is red?
probability_1	a box contains 8 red balls, 7 green balls, and 10 blue balls. if a ball is randomly chosen, what is the probability that it is red?
probability_1	a fair six-sided die is rolled. what is the probability that the result is less than 6?
probability_1	a box contains 9 red marbles, 6 green marbles, and 5 blue marbles. if a marble is randomly chosen, what is the probability that it is green?
probability_1	a fair six-sided die is rolled. what is the probability that the result is less than 4?
probability_1	you randomly draw a marble from a bag of marbles that contains blue marbles, 5 green marbles, and 8 8 red marbles. what is p(draw a blue or red marble ) ? if necessary, round your answer to 2 decimal places.
probability_1	a goblet contains red balls, 4 green balls, and 10 10 blue balls. if a ball is randomly chosen, what is the probability that it is not red?
probability_1	a fair six-sided die is rolled. what is the probability that the result is even?
probability_1	a goblet contains 3 red balls, 7 green balls, and 4 blue balls. if a ball is randomly chosen, what is the probability that it is red?
probability_1	a box contains red jelly beans, 5 green jelly beans, and 5 5 blue jelly beans. if a jelly bean is randomly chosen, what is the probability that it is not blue?
probability_1	the following table shows the number of goals that the texas sharpshooters scored in each of their 8 hockey games this season. based on this data, what is a reasonable estimate of the probability that the texas sharpshooters score exactly 1 goal next hockey game? choose the best answer. choose 1 answer: a 0.13 b 0.24 c 0.50 d 1.00
